"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_200_1";"verf_200_2";"verf_200_6";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_16";"verf_300_30";"verf_300_50";"verf_300_100";"verf_300_200";"verf_300_400";"verf_300_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_2g";"verf_umts_1";"verf_umts_2";"verf_lte_1";"verf_lte_2";"verf_lte_6"
"08337";93.41;90.71;82.06;73.06;71.21;70.54;62.24;55.78;47.75;3.60;73.88;73.69;49.91;98.53;98.21;95.51;81.54;77.28;76.63;62.24;55.78;47.75;3.60;89.13;84.58;73.12;59.51;55.34;54.15;40.41;23.33;;;;;;;;;;3.59;44.79;44.79;44.79;44.79;44.79;44.79;44.48;44.48;44.41;0.14;99.61;60.60;;;70.32;49.91
"08415";99.25;99.14;98.13;96.67;94.98;92.60;84.41;77.84;70.75;0.38;98.22;97.94;95.48;99.99;99.98;99.72;97.58;94.98;92.60;84.41;77.84;70.75;0.38;99.11;98.92;97.06;94.66;90.74;85.60;71.03;50.23;;;;;;;;;;0.38;70.66;70.66;70.66;70.66;70.66;70.66;70.64;70.64;70.64;0.05;99.98;88.45;;;98.13;95.48
"08416";99.93;99.81;99.39;96.75;95.14;93.24;83.95;78.98;73.03;0.98;98.41;98.36;93.37;100.00;100.00;99.98;96.75;95.14;93.24;83.95;78.98;73.03;0.98;99.90;99.63;97.10;90.85;83.54;79.75;67.94;52.31;;;;;;;;;;0.98;72.99;72.99;72.99;72.99;72.99;72.99;72.93;72.93;72.93;0.02;100.00;92.65;;;97.14;93.37
"08417";99.02;98.65;96.90;91.59;89.64;86.37;77.50;68.61;53.96;0.18;92.92;92.83;87.30;99.94;99.92;99.83;91.59;89.64;86.37;77.50;68.61;53.96;0.18;96.83;95.93;92.25;84.52;81.69;76.11;61.47;39.94;;;;;;;;;;0.18;53.97;53.97;53.97;53.97;53.97;53.97;53.95;53.95;53.95;0.05;99.99;82.22;;;92.10;87.30
"08421";100.00;99.87;99.67;99.22;98.21;97.64;96.69;91.47;88.62;3.33;99.88;99.87;99.18;100.00;100.00;100.00;100.00;98.21;97.64;96.69;91.47;88.62;3.33;99.51;99.40;97.56;94.00;78.33;71.89;62.31;32.64;;;;;;;;;;3.18;90.33;90.33;90.33;90.33;90.33;90.33;90.33;90.33;88.09;0.17;100.00;98.76;;;99.78;99.18
"08425";98.74;98.49;96.31;93.08;90.56;86.72;67.43;58.01;53.68;1.74;93.97;93.46;88.35;99.85;99.82;99.53;95.46;90.56;86.72;67.43;58.01;53.68;1.74;96.77;96.24;90.05;83.25;77.58;70.38;46.86;24.92;;;;;;;;;;1.74;53.28;53.28;53.28;53.28;53.28;53.28;53.17;53.17;53.14;0.15;100.00;75.64;;;93.55;88.35
"08426";98.95;98.56;97.29;95.57;93.17;88.74;68.88;60.92;53.81;3.82;87.55;87.49;81.76;99.86;99.73;99.36;95.62;93.17;88.74;68.88;60.92;53.81;3.82;95.94;94.83;91.76;87.01;82.59;76.65;50.83;30.56;;;;;;;;;;3.82;51.24;51.24;51.24;51.24;51.24;51.24;51.22;51.22;51.21;0.13;99.99;65.60;;;87.14;81.76
"08435";98.82;97.32;92.51;88.26;86.83;85.38;79.37;74.31;70.65;1.33;96.75;96.65;92.07;99.99;99.75;99.21;88.26;86.83;85.38;79.37;74.31;70.65;1.33;97.90;96.20;90.04;82.56;79.54;76.21;65.24;44.95;;;;;;;;;;1.33;70.81;70.81;70.81;70.81;70.81;70.81;70.61;70.61;70.61;0.15;100.00;89.10;;;94.72;92.07
"08436";97.60;96.98;92.88;86.78;84.11;81.65;71.20;65.83;58.74;1.27;94.95;94.91;89.62;99.87;99.78;98.77;87.28;84.11;81.65;71.20;65.83;58.74;1.27;96.95;95.83;91.14;82.39;77.45;72.90;55.37;37.02;;;;;;;;;;1.27;58.35;58.35;58.35;58.35;58.35;58.35;58.31;58.31;58.31;0.23;99.95;77.62;;;94.45;89.62
"08437";98.99;98.85;97.40;93.01;90.71;87.04;58.28;48.89;42.97;0.67;88.77;88.67;80.68;99.93;99.74;99.47;93.01;90.71;87.04;58.28;48.89;42.97;0.67;97.35;96.99;94.20;83.94;81.00;76.21;37.84;20.30;;;;;;;;;;0.67;42.83;42.83;42.83;42.83;42.83;42.83;42.65;42.65;42.65;0.20;99.88;65.96;;;88.27;80.68
"09161";100.00;100.00;99.72;99.18;98.93;98.66;97.44;93.34;90.05;90.05;99.79;99.78;96.42;100.00;100.00;100.00;99.18;98.93;98.66;97.44;93.34;90.05;90.05;100.00;100.00;99.14;97.90;97.50;96.88;93.81;77.59;;;;;;;;;;26.44;87.77;87.77;87.77;87.77;87.77;87.77;87.77;87.77;87.77;87.77;100.00;99.31;;;99.31;96.42
"09162";100.00;100.00;100.00;100.00;99.44;99.25;98.54;96.73;94.25;93.73;100.00;100.00;99.44;100.00;100.00;100.00;100.00;99.44;99.25;98.54;96.73;94.25;93.73;100.00;100.00;100.00;100.00;97.00;95.73;92.64;80.49;;;;;;;;;;51.04;92.73;92.73;92.73;92.73;92.73;92.73;92.73;92.72;92.52;90.97;100.00;99.98;;;100.00;99.44
"09171";98.59;98.33;96.33;94.36;93.56;92.57;88.67;82.81;77.99;60.60;96.69;96.68;87.69;99.93;99.87;99.80;96.20;95.57;94.71;88.67;82.81;77.99;60.60;93.58;92.25;86.89;79.02;77.23;75.44;64.05;36.48;;;;;;;;;;2.68;79.12;79.12;79.12;79.12;79.12;79.12;78.77;78.77;76.37;58.85;99.99;83.66;;;93.98;87.69
"09172";98.99;97.91;94.53;89.39;86.44;84.02;78.69;72.30;70.11;52.95;96.13;96.05;81.76;99.89;99.87;99.60;96.88;95.92;94.93;78.69;72.30;70.11;52.95;97.95;96.84;90.31;79.52;62.74;58.71;47.58;26.13;;;;;;;;;;2.38;69.23;69.23;69.23;69.23;69.23;69.23;68.46;68.46;68.46;51.23;99.78;85.87;;;94.21;81.76
"09173";98.80;98.42;97.35;94.59;92.95;90.73;83.68;68.79;58.77;58.77;98.95;98.35;97.53;100.00;100.00;99.97;96.20;94.80;90.73;83.68;68.79;58.77;58.77;98.58;98.25;95.49;79.34;76.41;73.08;63.34;37.01;;;;;;;;;;3.44;57.88;57.88;57.88;57.88;57.88;57.88;56.12;56.12;56.12;56.12;100.00;86.10;;;98.91;97.53
"09174";99.89;99.86;99.32;98.62;97.37;96.57;91.33;75.72;66.04;66.03;99.40;98.72;98.27;100.00;100.00;99.99;98.62;97.37;96.57;91.33;75.72;66.04;66.03;98.78;98.16;94.78;91.57;86.39;84.36;75.75;46.21;;;;;;;;;;39.54;56.59;56.59;56.59;56.59;56.59;56.59;49.51;49.51;49.51;49.49;100.00;84.96;;;99.40;98.27
"09175";99.68;99.57;98.79;96.92;95.49;92.79;85.00;72.77;47.85;44.96;99.11;99.00;98.02;100.00;100.00;99.96;96.92;95.49;92.79;85.00;72.77;47.85;44.96;99.63;99.52;98.58;95.67;92.20;88.55;80.78;59.62;;;;;;;;;;4.47;46.03;46.03;46.03;46.03;46.03;46.03;45.18;45.18;44.24;41.22;100.00;93.57;;;99.09;98.02
"09176";98.77;98.45;96.89;95.94;91.18;87.44;79.74;58.83;44.37;22.93;95.84;95.82;93.92;99.77;99.74;99.63;96.08;91.18;87.44;79.74;58.83;44.37;22.93;98.41;98.12;94.40;90.57;84.00;79.72;68.54;38.49;;;;;;;;;;4.08;40.99;40.99;40.99;40.99;40.99;40.99;40.87;40.87;40.87;19.17;99.82;84.04;;;95.64;93.92
"09177";99.15;99.08;98.33;95.79;93.97;91.90;83.94;58.32;32.83;31.77;98.35;98.15;95.33;99.97;99.96;99.78;95.79;93.97;91.90;83.94;58.32;32.83;31.77;98.11;97.88;96.32;90.89;88.36;85.73;75.03;41.07;;;;;;;;;;3.97;45.34;45.34;45.34;45.34;45.34;45.34;44.43;39.52;29.37;28.22;99.99;87.07;;;98.27;95.33
"09178";98.82;98.44;97.66;96.54;95.79;94.57;88.87;72.90;62.26;62.25;98.38;98.12;96.90;99.99;99.99;99.92;96.54;95.79;94.57;88.87;72.90;62.26;62.25;98.39;97.94;96.80;94.41;92.70;91.04;82.15;58.56;;;;;;;;;;25.96;58.45;58.45;58.45;58.45;58.45;58.45;57.93;57.93;57.93;57.90;99.99;91.72;;;98.36;96.90
"09179";99.96;99.93;99.79;99.59;99.11;98.85;95.01;85.22;75.81;75.80;99.89;99.77;99.48;100.00;100.00;100.00;99.59;99.11;98.85;95.01;85.22;75.81;75.80;99.25;99.15;98.19;97.74;95.67;94.57;87.13;65.77;;;;;;;;;;10.25;75.22;75.22;75.22;75.22;75.22;75.22;72.62;72.62;72.62;72.62;100.00;96.14;;;99.89;99.48
"09180";99.74;99.68;99.30;98.50;97.96;96.84;90.11;77.94;70.32;54.07;96.90;96.90;95.50;100.00;100.00;99.98;98.50;97.96;96.84;90.11;77.94;70.32;54.07;99.44;99.40;98.86;97.10;96.22;93.95;81.95;45.61;;;;;;;;;;2.41;70.11;70.11;70.11;70.11;70.11;70.11;68.80;68.80;68.80;51.97;99.99;89.57;;;96.90;95.50
"09181";99.41;99.37;98.88;96.06;95.22;91.88;67.74;50.08;9.38;9.31;95.62;95.54;88.98;99.92;99.92;99.87;96.06;95.22;91.88;67.74;50.08;9.38;9.31;99.07;98.97;98.32;94.82;93.91;90.44;64.01;37.95;;;;;;;;;;4.94;32.85;32.85;32.85;32.85;32.85;32.85;32.70;32.70;4.72;4.52;99.95;76.54;;;95.57;88.98
"09182";99.19;99.10;98.32;96.34;94.49;91.85;84.15;74.00;66.27;66.27;98.37;98.36;95.83;99.95;99.94;99.86;96.34;94.49;91.85;84.15;74.00;66.27;66.27;98.44;98.18;95.49;92.13;89.75;86.03;70.62;40.55;;;;;;;;;;2.04;65.89;65.89;65.89;65.89;65.89;65.89;64.82;64.82;64.82;64.82;99.97;85.50;;;98.32;95.83
"09183";99.22;99.05;97.85;94.32;92.60;89.58;80.87;64.13;31.03;4.51;96.71;96.68;94.06;99.99;99.98;99.84;94.32;92.60;89.58;80.87;64.13;31.03;4.51;98.84;98.53;97.06;89.86;87.94;83.81;71.05;38.40;;;;;;;;;;4.51;54.62;54.62;54.62;54.62;54.62;54.62;53.15;53.15;27.41;0.20;99.98;80.18;;;96.18;94.06
"09184";99.93;99.85;99.63;99.05;97.98;97.58;93.29;86.88;76.68;74.89;99.99;99.95;99.94;100.00;100.00;99.99;99.05;97.98;97.58;93.29;86.88;76.68;74.89;99.90;99.77;99.45;98.47;93.93;92.32;84.28;63.69;;;;;;;;;;6.01;77.42;77.42;77.42;76.99;76.99;76.99;75.18;75.17;74.87;73.18;100.00;99.12;;;99.99;99.94
"09185";97.78;97.10;95.72;91.55;84.07;78.89;64.66;50.62;43.14;43.14;94.43;93.90;90.85;99.48;99.34;98.79;91.55;84.07;78.89;64.66;50.62;43.14;43.14;95.84;94.92;92.76;86.16;65.23;58.55;43.46;20.33;;;;;;;;;;8.27;38.34;38.34;38.34;38.34;38.34;38.34;37.98;37.98;37.98;37.98;99.99;73.53;;;94.37;90.85
"09186";99.36;99.14;97.95;94.69;91.41;88.28;80.01;65.48;55.71;55.71;98.17;98.15;96.78;100.00;99.99;99.89;94.69;91.41;88.28;80.01;65.48;55.71;55.71;98.88;98.60;96.78;90.71;86.06;81.42;66.24;36.83;;;;;;;;;;6.32;50.41;50.41;50.41;50.41;50.41;50.41;50.41;50.41;50.41;50.41;100.00;86.30;;;98.10;96.78
"09187";99.45;99.22;98.16;95.70;94.14;91.14;82.05;69.16;51.57;45.86;98.30;97.76;93.04;99.99;99.99;99.83;95.70;94.14;91.14;82.05;69.16;51.57;45.86;98.45;98.00;95.24;90.20;87.50;82.74;69.36;38.92;;;;;;;;;;8.43;60.28;60.28;60.28;60.28;60.28;60.28;58.64;58.64;45.97;40.24;99.98;84.71;;;98.16;93.04
"09188";99.86;99.86;99.72;99.08;97.09;95.82;88.10;70.12;57.40;57.40;99.59;99.50;98.69;100.00;100.00;100.00;99.08;97.09;95.82;88.10;70.12;57.40;57.40;99.79;99.76;99.55;98.43;95.33;93.09;79.17;47.84;;;;;;;;;;0.86;57.38;57.38;57.38;57.38;57.38;57.38;57.16;57.16;57.16;57.16;100.00;92.69;;;99.51;98.69
"09189";99.23;99.07;97.41;94.34;92.58;90.30;82.71;72.50;65.61;60.78;94.99;94.97;89.23;99.98;99.98;99.90;97.32;96.38;95.48;82.71;72.50;65.61;60.78;98.31;97.81;94.00;85.42;81.49;76.06;61.52;34.98;;;;;;;;;;4.12;69.51;69.51;69.51;69.51;69.51;69.51;62.97;62.97;62.97;58.11;99.92;80.40;;;93.59;89.23
"09190";99.34;99.18;98.09;96.06;94.54;92.23;82.26;68.75;43.86;43.86;96.87;96.73;88.83;99.98;99.96;99.72;96.06;94.54;92.23;82.26;68.75;43.86;43.86;99.30;99.12;97.82;95.00;88.82;84.57;68.21;43.98;;;;;;;;;;8.43;55.09;55.09;55.09;55.09;55.09;55.09;53.88;53.88;39.21;39.21;100.00;80.12;;;95.93;88.83
"09261";100.00;100.00;100.00;99.54;99.31;99.07;97.80;95.71;92.51;92.51;99.87;99.86;93.44;100.00;100.00;100.00;99.54;99.31;99.07;97.80;95.71;92.51;92.51;100.00;100.00;100.00;99.00;98.14;97.50;92.91;79.71;;;;;;;;;;2.53;92.44;92.44;92.44;92.44;92.44;92.44;92.44;92.44;92.44;92.44;100.00;98.97;;;98.23;93.44
"09262";100.00;100.00;99.98;99.97;99.90;99.84;99.41;99.11;99.07;99.07;99.85;99.85;98.18;100.00;100.00;100.00;99.97;99.91;99.84;99.41;99.11;99.07;99.07;100.00;99.00;97.89;96.59;94.82;93.52;82.38;59.19;;;;;;;;;;94.22;86.56;86.56;86.56;86.56;86.56;86.56;86.56;86.56;86.56;86.56;100.00;99.25;;;99.13;98.18
"09271";99.17;99.04;98.31;96.28;92.62;87.10;75.87;52.60;46.94;46.94;97.48;97.46;94.03;100.00;100.00;99.96;99.07;98.28;87.10;75.87;52.60;46.94;46.94;98.80;98.71;96.68;94.36;87.66;81.29;68.40;34.64;;;;;;;;;;14.00;43.85;43.85;43.85;43.85;43.85;43.85;43.73;43.73;43.73;43.73;100.00;82.50;;;97.42;94.03
"09272";98.56;98.48;97.79;93.83;89.57;82.16;65.26;31.07;24.47;24.47;91.41;91.26;84.12;99.97;99.96;99.90;95.09;91.75;82.16;65.26;31.07;24.47;24.47;98.24;98.18;96.85;91.34;84.88;77.17;59.27;19.74;;;;;;;;;;6.78;18.91;18.91;18.91;18.91;18.91;18.91;18.91;18.91;18.91;18.91;99.98;66.67;;;90.19;84.12
"09273";99.48;99.36;98.78;97.29;95.35;92.67;83.72;59.55;40.78;21.55;96.91;96.89;92.42;99.98;99.97;99.81;97.29;95.35;92.67;83.72;59.55;40.78;21.55;99.29;99.14;97.63;90.33;87.42;83.12;69.85;34.41;;;;;;;;;;4.99;47.69;47.69;47.69;47.69;47.69;47.69;47.69;47.69;37.31;17.69;99.96;83.31;;;96.29;92.42
"09274";98.37;98.11;96.47;92.57;88.88;84.10;72.98;57.85;48.40;48.40;90.96;90.89;85.83;99.66;99.63;99.27;92.67;89.00;84.10;72.98;57.85;48.40;48.40;96.90;95.95;90.69;79.04;71.09;65.31;51.67;29.78;;;;;;;;;;9.91;42.78;42.78;42.78;42.78;42.78;42.78;42.61;42.61;42.61;42.61;99.78;68.27;;;90.41;85.83
"09275";98.83;98.73;97.35;90.83;87.24;81.70;68.32;42.69;24.82;24.81;91.66;91.55;86.42;99.92;99.91;99.70;92.45;89.55;81.70;68.32;42.69;24.82;24.81;98.12;97.99;96.25;87.79;82.38;75.65;60.13;25.83;;;;;;;;;;9.15;24.60;24.60;24.60;24.60;24.60;24.60;24.53;24.52;15.50;15.48;99.72;65.11;;;91.03;86.42
"09276";98.16;97.79;96.46;92.66;88.99;81.61;68.29;41.44;34.48;34.48;95.47;95.40;90.63;99.87;99.86;99.67;93.84;90.98;81.61;68.29;41.44;34.48;34.48;97.38;96.95;95.19;90.68;85.97;79.14;64.09;28.57;;;;;;;;;;5.57;29.66;29.66;29.66;29.66;29.66;29.66;29.54;29.54;29.54;29.54;99.95;81.11;;;95.16;90.63
"09277";98.20;97.83;95.06;88.53;85.33;79.88;67.54;45.91;36.59;35.06;89.77;89.73;82.63;99.81;99.73;99.26;89.48;86.49;79.88;67.54;45.91;36.59;35.06;98.07;97.69;93.68;83.12;79.61;73.48;58.05;27.31;;;;;;;;;;3.77;35.82;35.82;35.82;35.82;35.82;35.82;35.80;35.80;33.80;32.22;99.65;68.44;;;88.48;82.63
"09278";98.76;98.54;97.52;93.77;91.34;86.21;69.56;31.94;14.02;6.91;93.31;93.24;87.05;99.82;99.79;99.52;97.07;96.06;86.21;69.56;31.94;14.02;6.91;98.66;98.27;96.97;92.79;89.94;85.25;69.10;29.92;;;;;;;;;;6.91;7.95;7.95;7.95;7.95;7.95;7.95;7.95;7.95;7.95;0.35;99.89;69.99;;;93.14;87.05
"09279";99.18;99.05;97.06;93.05;91.30;87.41;75.58;47.95;37.16;37.16;92.16;92.09;87.82;99.98;99.95;99.83;96.07;94.51;87.41;75.58;47.95;37.16;37.16;99.10;98.97;95.56;88.45;85.64;81.20;68.84;31.66;;;;;;;;;;3.19;34.69;34.69;34.69;34.69;34.69;34.69;34.58;34.58;34.58;34.58;99.97;77.06;;;91.40;87.82
"09361";100.00;100.00;100.00;99.38;99.17;98.79;95.38;92.56;90.95;90.95;100.00;100.00;99.67;100.00;100.00;100.00;99.38;99.17;98.79;95.38;92.56;90.95;90.95;100.00;100.00;99.00;96.05;95.89;95.27;90.51;78.46;;;;;;;;;;55.15;87.46;87.46;87.46;87.46;87.46;87.46;87.46;87.46;87.46;87.46;100.00;99.64;;;100.00;99.67
"09362";100.00;100.00;100.00;100.00;99.71;99.62;99.23;96.96;96.19;96.18;99.78;99.76;99.04;100.00;100.00;100.00;100.00;100.00;100.00;99.23;96.96;96.19;96.18;100.00;100.00;100.00;99.96;96.54;95.68;91.62;71.55;;;;;;;;;;63.66;93.00;93.00;93.00;93.00;93.00;93.00;89.33;89.33;89.33;89.32;100.00;99.34;;;99.74;99.04
"09363";100.00;100.00;100.00;100.00;99.44;99.25;98.27;96.53;95.02;95.02;100.00;100.00;98.60;100.00;100.00;100.00;100.00;99.44;99.25;98.27;96.53;95.02;95.02;100.00;100.00;100.00;99.00;95.00;90.00;86.62;75.06;;;;;;;;;;0.15;95.02;95.02;95.02;95.02;95.02;95.02;95.02;95.02;95.02;95.02;100.00;99.63;;;100.00;98.60
"09371";98.24;98.00;96.73;94.20;93.25;90.83;74.53;60.87;56.56;25.84;94.54;94.51;90.19;99.88;99.85;99.54;94.62;93.25;90.83;74.53;60.87;56.56;25.84;97.52;96.39;93.75;88.77;87.15;83.06;65.24;33.52;;;;;;;;;;3.38;54.75;54.75;54.75;54.75;54.75;54.75;53.96;53.96;53.96;23.05;99.73;80.03;;;94.27;90.19
"09372";97.59;96.87;94.20;85.95;80.60;65.48;42.33;23.11;2.48;2.48;91.83;91.66;82.92;99.71;99.64;99.23;91.93;88.56;65.48;42.33;23.11;2.48;2.48;96.25;95.56;92.91;83.17;76.22;57.94;37.07;15.48;;;;;;;;;;2.48;11.86;11.86;11.86;11.86;11.86;11.86;11.75;11.75;0.22;0.22;99.80;78.71;;;88.72;82.92
"09373";99.09;98.89;98.31;96.35;94.40;91.64;63.97;43.12;32.74;3.12;95.62;95.48;93.53;99.98;99.93;99.79;96.38;94.40;91.64;63.97;43.12;32.74;3.12;98.86;98.54;97.65;93.73;90.14;85.13;59.96;33.03;;;;;;;;;;3.12;31.57;31.57;31.57;31.57;31.57;31.57;30.89;30.89;29.95;0.19;99.86;85.32;;;95.04;93.53
"09374";99.63;99.60;98.90;96.54;95.97;94.43;85.89;64.74;53.04;39.91;95.59;95.56;89.94;99.97;99.97;99.92;96.54;95.97;94.43;85.89;64.74;53.04;39.91;99.49;99.46;98.32;89.64;85.81;83.27;69.52;30.76;;;;;;;;;;4.63;57.04;57.04;57.04;57.04;57.04;57.04;56.34;56.16;49.05;35.84;99.89;83.38;;;94.57;89.94
"09375";99.59;99.52;98.96;97.50;95.84;94.30;87.33;69.44;57.12;27.68;97.31;97.26;93.57;99.96;99.95;99.91;97.75;96.26;94.56;87.33;69.44;57.12;27.68;98.68;98.57;97.72;94.84;88.84;84.02;69.50;34.83;;;;;;;;;;12.48;56.67;56.67;56.67;56.67;56.67;56.67;56.26;56.26;49.27;17.40;99.94;89.17;;;96.98;93.57
"09376";98.72;98.56;97.22;92.98;89.89;84.67;69.21;45.27;21.80;8.31;97.71;97.66;95.07;99.88;99.86;99.65;93.22;90.20;84.67;69.21;45.27;21.80;8.31;97.91;97.74;96.05;90.62;85.81;79.25;64.83;33.94;;;;;;;;;;3.78;26.55;26.55;26.55;26.55;26.55;26.55;26.53;26.53;18.28;4.79;99.91;89.63;;;97.54;95.07
"09377";99.37;99.28;98.65;96.52;95.47;93.54;86.26;62.58;12.61;2.99;93.61;93.57;91.59;99.98;99.93;99.83;96.52;95.47;93.54;86.26;62.58;12.61;2.99;99.04;98.80;96.23;87.46;86.13;83.85;71.95;34.72;;;;;;;;;;2.99;58.13;58.13;58.13;58.13;58.13;58.13;58.10;54.16;10.16;0.33;99.98;77.78;;;93.17;91.59
"09461";100.00;100.00;100.00;100.00;99.12;98.94;97.29;95.74;95.20;95.18;100.00;100.00;98.88;100.00;100.00;100.00;100.00;99.12;98.94;97.29;95.74;95.20;95.18;100.00;100.00;100.00;99.00;91.00;90.33;69.99;44.03;;;;;;;;;;43.46;95.00;95.00;95.00;95.00;95.00;95.00;91.27;91.27;91.27;91.27;100.00;100.00;;;100.00;98.88
"09462";100.00;100.00;100.00;100.00;99.12;98.59;96.18;93.97;92.09;92.09;99.95;99.94;97.95;100.00;100.00;100.00;100.00;99.12;98.59;96.18;93.97;92.09;92.09;100.00;100.00;100.00;99.00;96.99;95.39;88.38;63.02;;;;;;;;;;0.89;93.00;93.00;93.00;93.00;93.00;93.00;91.95;91.95;91.95;91.95;100.00;99.70;;;99.94;97.95
"09463";100.00;100.00;100.00;100.00;99.12;98.94;96.30;88.81;81.34;81.34;100.00;100.00;100.00;100.00;100.00;100.00;100.00;99.12;98.94;96.30;88.81;81.34;81.34;100.00;99.73;99.00;98.14;97.05;96.13;83.70;61.84;;;;;;;;;;22.00;93.00;93.00;93.00;93.00;81.61;81.61;81.61;77.00;77.00;77.00;100.00;99.97;;;100.00;100.00
"09464";100.00;100.00;100.00;99.45;99.24;99.13;98.74;98.46;98.44;98.44;99.91;99.87;98.35;100.00;100.00;100.00;99.45;99.24;99.13;98.74;98.46;98.44;98.44;100.00;100.00;100.00;98.00;93.07;91.93;83.86;57.64;;;;;;;;;;48.00;97.78;97.78;97.78;97.78;97.78;97.78;97.78;97.78;97.78;97.78;100.00;97.96;;;99.84;98.35
"09471";98.98;98.82;97.93;96.14;94.83;92.01;79.15;50.77;39.50;39.41;97.30;97.18;95.33;99.83;99.81;99.57;96.14;94.83;92.01;79.15;50.77;39.50;39.41;98.95;98.70;97.57;94.27;92.19;88.26;68.34;27.63;;;;;;;;;;7.67;33.99;33.99;33.99;33.99;33.99;33.99;33.78;33.78;33.78;33.78;99.95;82.80;;;97.17;95.33
"09472";97.48;97.19;96.33;93.92;92.97;90.80;76.09;48.30;28.79;28.79;95.27;95.23;90.51;99.93;99.91;99.81;93.92;92.97;90.80;76.09;48.30;28.79;28.79;97.37;96.91;94.54;87.67;86.24;83.38;63.66;23.22;;;;;;;;;;3.15;41.18;41.18;41.18;41.18;41.18;41.18;41.18;38.81;26.29;26.29;99.90;79.90;;;94.70;90.51
"09473";99.72;99.69;99.56;98.91;97.10;96.02;76.81;54.65;42.25;42.25;98.78;98.58;98.40;99.98;99.98;99.97;98.92;97.10;96.02;76.81;54.65;42.25;42.25;97.76;97.20;95.41;93.47;88.38;86.08;55.39;29.38;;;;;;;;;;16.80;59.62;59.62;59.62;59.62;52.48;52.48;52.41;27.46;27.46;27.46;100.00;90.44;;;98.73;98.40
"09474";99.60;99.47;99.24;98.24;96.97;93.60;81.01;54.29;44.67;4.04;98.19;97.89;97.73;99.99;99.95;99.94;98.24;96.97;93.60;81.01;54.29;44.67;4.04;99.53;99.09;98.30;96.52;94.44;89.93;71.86;32.56;;;;;;;;;;3.79;43.86;43.86;43.86;43.86;43.86;43.86;43.83;43.83;43.83;0.36;99.99;88.31;;;98.17;97.73
"09475";98.53;98.34;97.65;95.52;93.27;82.01;63.60;51.36;45.90;45.90;97.48;97.39;94.77;99.96;99.94;99.80;95.75;93.50;82.01;63.60;51.36;45.90;45.90;95.88;94.08;91.33;84.57;81.25;64.42;44.73;19.57;;;;;;;;;;4.87;50.81;50.81;50.81;50.81;50.81;50.81;43.77;43.77;41.72;41.72;99.99;81.64;;;97.17;94.77
"09476";99.51;99.36;98.59;94.14;93.13;86.86;72.52;55.03;33.96;6.77;92.51;92.44;86.87;99.96;99.95;99.72;94.14;93.13;86.86;72.52;55.03;33.96;6.77;97.30;96.70;93.18;87.20;85.63;77.64;56.18;25.75;;;;;;;;;;6.77;47.24;47.24;47.24;42.85;42.85;42.85;40.46;39.70;28.08;0.18;99.87;79.01;;;92.19;86.87
"09477";99.47;99.41;99.20;98.40;97.75;96.41;87.47;66.01;50.74;2.70;96.25;96.24;93.83;99.96;99.96;99.90;98.40;97.75;96.41;87.47;66.01;50.74;2.70;99.17;99.10;98.49;95.75;94.50;91.76;75.05;33.78;;;;;;;;;;2.70;62.00;62.00;62.00;62.00;62.00;62.00;61.91;60.17;48.48;0.30;99.90;87.45;;;96.07;93.83
"09478";99.37;99.35;99.04;98.12;96.53;94.59;79.42;61.16;54.98;43.44;97.79;97.13;97.09;99.97;99.96;99.93;98.12;96.53;94.59;79.42;61.16;54.98;43.44;98.86;98.68;98.08;96.50;94.37;91.50;67.27;34.69;;;;;;;;;;12.87;52.06;52.06;52.06;52.06;52.06;52.06;51.89;51.89;51.85;37.98;99.93;87.01;;;97.78;97.09
"09479";99.26;99.23;98.54;97.18;96.83;95.03;86.99;67.59;40.78;4.11;99.01;98.94;94.67;99.92;99.92;99.85;97.18;96.83;95.03;86.99;67.59;40.78;4.11;99.11;98.95;96.81;89.98;89.20;87.91;73.35;33.27;;;;;;;;;;2.25;60.85;60.85;60.85;60.85;60.85;60.85;60.56;60.56;39.34;2.01;100.00;92.71;;;98.45;94.67
"09561";99.69;99.65;99.22;97.83;97.15;96.78;94.30;88.86;79.54;79.54;99.89;99.89;98.44;100.00;100.00;100.00;97.83;97.15;96.78;94.30;88.86;79.54;79.54;99.68;99.63;99.06;96.73;93.82;90.04;84.74;68.25;;;;;;;;;;0.78;81.00;81.00;81.00;81.00;81.00;81.00;79.13;79.13;79.13;79.13;100.00;98.90;;;99.88;98.44
