"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000"
"07313";99.91;99.50;93.45;88.48;87.70;86.63;74.61;74.61;59.88;0.00;99.88;99.46;93.14;86.68;75.36;60.73;3.55;3.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;74.55;74.55;74.55;74.55;74.55;74.55;74.55;74.55;59.88;0.00
"07314";99.94;99.93;99.88;99.02;97.84;96.47;91.75;91.75;82.99;0.00;99.85;99.84;99.58;97.60;88.27;69.42;26.43;26.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91.33;91.33;91.33;91.33;91.33;91.33;91.33;91.33;82.99;0.00
"07315";99.89;99.85;99.84;99.47;95.70;94.42;88.38;84.42;79.88;79.88;99.84;99.79;99.77;99.09;88.67;81.86;52.29;34.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;79.88;79.88;79.88;79.88;79.88;79.88;79.88;79.88;79.88;79.88
"07316";98.32;96.06;89.52;84.44;82.96;81.98;76.52;76.52;31.80;0.45;96.19;93.13;85.34;76.42;66.46;49.65;4.72;4.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;75.19;75.19;75.19;75.19;75.19;75.19;75.19;75.19;31.80;0.45
"07317";99.13;98.87;94.84;94.04;92.85;92.22;79.50;79.50;54.04;0.00;99.10;98.78;94.31;90.11;80.93;73.60;4.54;4.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;79.11;79.11;79.11;79.11;79.11;79.11;79.11;79.11;54.04;0.00
"07318";99.96;99.96;99.17;98.50;96.28;95.64;90.12;90.12;84.33;0.00;99.93;99.93;99.10;97.89;87.50;68.00;50.12;50.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;84.33;84.33;84.33;84.33;84.33;84.33;84.33;84.33;84.33;0.00
"07319";98.73;98.23;98.00;96.07;94.59;94.06;88.64;80.85;78.73;0.00;98.73;98.23;98.00;95.84;91.26;89.96;78.73;43.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.73;78.73;78.73;78.73;78.73;78.73;78.73;78.73;78.73;0.00
"07320";98.70;97.91;95.73;94.73;92.98;91.51;79.30;79.30;0.00;0.00;98.69;97.90;95.70;93.90;81.57;74.04;48.37;48.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;68.03;68.03;68.03;68.03;68.03;68.03;68.03;68.03;0.00;0.00
"07331";93.62;90.61;86.30;74.27;60.27;58.47;53.49;49.74;28.55;0.83;87.22;83.09;77.44;58.74;36.26;34.12;24.71;3.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;48.41;48.41;48.41;48.41;48.41;48.41;48.41;48.41;28.54;0.81
"07332";97.23;94.73;83.22;71.61;67.76;62.47;48.58;48.58;21.08;0.00;97.11;94.37;81.50;63.62;56.00;47.42;14.71;14.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44.30;44.30;44.30;44.30;44.30;44.30;44.30;44.30;21.08;0.00
"07333";81.53;78.01;57.98;48.76;47.38;45.91;39.87;39.87;28.81;0.09;80.65;76.91;55.78;32.14;27.44;24.09;11.29;11.29;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;36.77;36.77;36.77;36.77;36.77;36.77;36.77;36.77;28.81;0.00
"07334";94.12;91.16;81.23;77.70;75.67;71.78;54.61;54.61;35.52;0.00;92.77;89.24;77.80;66.78;63.58;57.81;24.54;24.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.08;48.08;48.08;48.08;48.08;48.08;48.08;48.08;35.52;0.00
"07335";91.98;90.24;77.77;66.92;64.02;60.90;53.89;53.89;39.09;0.10;89.42;86.71;68.02;45.43;40.07;33.15;9.25;9.25;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;51.58;51.58;51.58;51.58;51.58;51.58;51.58;51.58;39.03;0.00
"07336";78.09;72.13;56.15;46.54;44.63;42.05;35.82;35.82;24.94;15.62;72.13;63.89;38.82;17.16;14.68;11.85;3.67;3.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.73;33.73;33.73;33.73;33.73;33.73;33.73;33.73;24.94;15.62
"07337";94.18;91.12;75.56;63.58;60.73;54.69;45.72;45.72;30.72;0.00;92.66;89.13;72.18;55.06;50.28;42.62;18.18;18.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;42.13;42.13;42.13;42.13;42.13;42.13;42.13;42.13;30.72;0.00
"07338";99.31;98.91;98.41;97.24;96.35;94.43;88.62;88.62;78.42;5.56;97.66;96.84;95.30;92.59;84.65;77.70;31.96;31.95;5.56;5.56;5.56;5.56;5.56;5.56;5.56;5.56;5.56;5.56;79.35;79.35;79.35;79.35;79.35;79.35;79.35;79.35;72.86;0.00
"07339";97.86;97.25;96.54;87.75;76.16;74.73;67.02;59.57;32.03;24.82;97.22;96.57;95.23;82.67;60.32;57.30;38.58;13.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58.36;58.36;58.36;58.36;58.36;58.36;58.36;56.27;32.03;24.82
"07340";93.72;91.95;84.91;76.97;71.82;63.80;44.20;44.20;26.98;0.00;91.41;88.91;78.75;64.19;56.37;46.82;13.84;13.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36.96;36.96;36.96;36.96;36.96;36.96;36.96;36.96;26.98;0.00
"08111";99.98;99.94;99.17;97.15;94.47;90.71;85.34;85.34;78.56;0.00;99.91;99.87;98.68;91.00;81.61;64.40;41.73;41.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.56;78.56;78.56;78.56;78.56;78.56;78.56;78.56;78.56;0.00
"08115";99.92;99.88;97.77;92.16;89.27;86.49;72.49;72.48;64.16;0.01;99.66;99.53;95.28;84.79;76.20;66.60;28.05;28.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;64.16;64.16;64.16;64.16;64.16;64.16;64.16;64.16;64.16;0.00
"08116";99.42;99.10;97.16;93.19;89.22;83.45;69.29;69.27;61.95;0.12;99.24;98.60;95.13;88.65;81.21;66.33;30.68;30.68;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;61.95;61.95;61.95;61.95;61.95;61.95;61.95;61.95;61.95;0.00
"08117";98.08;97.50;94.38;90.99;89.56;88.24;80.47;80.47;77.64;0.00;95.02;93.29;85.74;78.40;72.71;65.55;30.07;30.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;77.64;77.64;77.64;77.64;77.64;77.64;77.64;77.64;77.64;0.00
"08118";99.56;99.36;97.05;92.32;90.01;86.96;73.90;73.74;68.43;0.03;99.31;99.07;95.78;87.93;82.01;72.66;32.58;32.38;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;68.43;68.43;68.43;68.43;68.43;68.43;68.43;68.43;68.43;0.00
"08119";98.63;97.88;92.92;88.48;85.44;83.13;70.76;70.63;63.39;0.22;98.08;96.83;88.01;79.27;71.67;64.30;34.74;34.73;0.22;0.22;0.22;0.22;0.22;0.22;0.22;0.22;0.22;0.22;63.38;63.38;63.38;63.38;63.38;63.38;63.38;63.38;63.38;0.00
"08121";99.93;99.73;97.26;93.67;87.61;70.28;64.94;64.94;62.98;62.22;99.92;99.72;97.14;91.03;79.94;30.97;8.90;8.90;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;62.98;62.98;62.98;62.98;62.98;62.98;62.98;62.98;62.98;62.22
"08125";99.12;98.72;96.48;92.52;89.29;85.25;65.84;65.84;53.95;0.01;98.33;97.30;93.31;86.57;79.36;70.36;32.53;32.53;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;54.03;54.03;54.03;54.03;54.03;53.94;53.94;53.94;53.94;0.01
"08126";99.15;98.86;95.26;86.93;84.14;81.43;66.96;66.72;65.40;0.26;95.57;93.97;84.99;63.92;58.29;52.87;13.88;13.88;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;65.39;65.39;65.39;65.39;65.39;65.39;65.39;65.39;65.39;0.00
"08127";98.68;97.55;93.01;87.33;83.48;79.93;65.36;65.20;59.98;1.78;97.30;95.22;88.32;75.19;66.26;56.42;22.38;22.38;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;58.36;58.36;58.36;58.36;58.36;58.36;58.36;58.36;58.36;0.00
"08128";99.57;99.27;97.80;92.76;90.62;86.58;60.95;60.95;53.65;0.00;98.32;97.68;94.82;83.36;79.33;71.06;15.27;15.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53.65;53.65;53.65;53.65;53.65;53.65;53.65;53.65;53.65;0.00
"08135";96.64;95.93;94.44;92.16;87.92;85.49;70.59;68.55;62.00;1.96;95.01;94.12;91.77;88.04;79.03;72.91;36.93;33.80;1.96;1.96;1.96;1.96;1.96;1.96;1.96;1.96;1.96;1.96;62.25;62.25;62.25;62.25;62.25;61.08;61.08;61.08;61.08;0.00
"08136";98.79;97.64;94.72;89.39;84.17;81.38;63.86;62.74;61.13;4.16;96.79;95.16;90.47;81.49;68.49;59.06;12.36;12.36;4.16;4.16;4.16;4.16;4.16;4.16;4.16;4.16;4.16;4.16;59.74;59.74;59.74;59.74;59.74;59.74;59.74;59.74;59.74;0.11
"08211";99.94;99.90;99.72;98.45;96.91;94.02;84.58;84.58;67.25;0.00;99.83;99.78;98.80;96.48;92.98;86.42;67.22;67.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;67.25;67.25;67.25;67.25;67.25;67.25;67.25;67.25;67.25;0.00
"08212";99.95;99.95;99.69;98.25;96.02;92.98;83.18;83.18;81.55;0.11;99.48;99.48;99.13;95.98;87.94;79.58;28.03;27.94;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;81.80;81.80;81.80;81.80;81.80;81.52;81.52;81.52;81.52;0.00
"08215";99.69;99.33;94.93;88.21;85.93;83.34;72.01;72.00;69.41;2.33;95.58;93.88;83.13;70.00;62.09;53.61;9.93;9.93;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;67.16;67.16;67.16;67.16;67.16;67.16;67.16;67.16;67.13;0.00
"08216";98.54;97.44;93.76;90.21;88.43;86.18;68.01;68.01;49.23;0.00;98.48;97.33;92.51;82.95;79.52;75.35;41.08;41.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49.23;49.23;49.23;49.23;49.23;49.23;49.23;49.23;49.23;0.00
"08221";99.90;99.78;95.91;83.94;83.15;82.40;81.38;81.25;80.49;0.10;99.79;99.57;91.99;27.02;16.58;8.64;0.16;0.11;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;81.31;81.31;81.31;81.31;81.31;81.31;81.31;81.23;80.49;0.00
"08222";99.95;99.91;98.79;97.43;95.40;93.08;82.73;82.73;81.27;79.30;99.93;99.89;98.56;95.91;87.87;73.09;28.72;28.72;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;81.34;81.34;81.34;81.34;81.34;81.34;81.34;81.34;81.27;79.30
"08225";99.79;99.76;99.13;96.40;93.75;86.11;35.77;35.77;30.63;0.01;99.75;99.70;98.90;95.62;92.41;83.92;5.91;5.91;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;30.61;30.61;30.61;30.61;30.61;30.61;30.61;30.61;30.61;0.00
"08226";99.49;99.34;97.76;94.51;92.32;89.35;74.61;74.61;72.12;0.16;98.84;98.59;95.75;89.26;80.46;71.46;12.15;12.14;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;72.11;72.11;72.11;72.11;72.11;72.11;72.11;72.11;72.10;0.11
"08231";99.19;98.77;96.83;95.65;94.60;94.02;85.91;85.91;84.11;0.00;96.41;94.99;91.19;89.10;83.61;77.63;32.16;32.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;84.11;84.11;84.11;84.11;84.11;84.11;84.11;84.11;84.11;0.00
"08235";97.59;96.84;90.06;80.07;78.25;76.02;62.54;62.54;57.03;0.01;93.66;92.40;83.46;67.42;62.73;55.59;27.73;27.73;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;57.01;57.01;57.01;57.01;57.01;57.01;57.01;57.01;57.01;0.00
"08236";98.36;97.76;92.88;86.96;84.29;79.94;61.25;61.21;56.28;0.07;97.34;96.05;85.45;74.67;69.76;62.86;18.63;18.63;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;56.28;56.28;56.28;56.28;56.28;56.28;56.28;56.28;56.28;0.00
"08237";98.17;97.30;93.43;84.80;82.77;79.67;61.16;59.82;53.56;1.02;94.31;92.37;86.40;70.82;65.45;57.67;11.72;10.35;1.02;1.02;1.02;1.02;1.02;1.02;1.02;1.02;1.02;1.02;53.20;53.20;53.20;53.20;53.20;53.20;53.20;53.20;53.20;0.00
"08311";99.61;99.30;97.21;94.84;91.71;88.22;70.15;70.15;68.77;0.00;99.57;99.25;97.00;93.93;87.99;76.47;25.60;25.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;68.77;68.77;68.77;68.77;68.77;68.77;68.77;68.77;68.77;0.00
"08315";98.16;97.05;90.14;81.48;75.37;66.96;42.84;42.84;36.92;0.02;98.05;96.85;89.62;79.83;69.66;58.33;10.89;10.89;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;36.90;36.90;36.90;36.90;36.90;36.90;36.90;36.90;36.90;0.00
"08316";99.67;99.54;98.62;96.20;92.23;84.03;43.74;43.74;31.69;0.01;99.59;99.42;98.41;95.56;89.46;79.67;25.20;25.20;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;31.69;31.69;31.69;31.69;31.69;31.69;31.69;31.69;31.69;0.00
"08317";98.78;98.16;95.89;92.16;89.32;84.37;62.25;62.25;53.68;0.00;98.66;97.95;95.24;90.57;85.81;77.76;32.70;32.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53.68;53.68;53.68;53.68;53.68;53.68;53.68;53.68;53.68;0.00
"08325";99.64;99.53;99.15;97.49;95.69;92.28;69.68;69.64;67.42;0.04;99.40;99.25;98.73;96.14;92.18;81.80;15.90;15.86;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;67.41;67.41;67.41;67.41;67.41;67.41;67.41;67.41;67.41;0.00
"08326";98.90;98.40;97.00;92.34;91.29;89.60;79.16;79.16;75.86;16.85;95.25;93.97;87.10;71.53;67.31;62.82;21.80;21.80;16.85;16.85;16.85;16.85;16.85;16.85;16.85;16.85;16.85;16.85;62.11;62.11;62.11;62.11;62.11;62.11;62.11;62.11;62.11;0.00
"08327";99.50;99.36;97.18;93.70;92.24;90.71;83.23;83.11;81.91;1.83;94.59;93.37;86.20;74.08;66.78;54.60;4.88;4.88;1.83;1.83;1.83;1.83;1.83;1.83;1.83;1.83;1.83;1.83;80.69;80.69;80.69;80.69;80.69;80.69;80.69;80.69;80.69;0.00
"08335";98.53;97.51;89.04;79.53;75.21;69.29;58.07;58.06;56.07;0.06;97.52;96.20;85.34;58.61;48.56;37.96;11.01;11.01;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;56.03;56.03;56.03;56.03;56.03;56.03;56.03;56.03;56.03;0.00
"08336";96.33;95.14;88.19;79.00;76.68;74.10;60.96;60.96;56.43;1.05;96.25;95.06;87.71;75.98;68.09;60.83;29.37;29.37;1.05;1.05;1.05;1.05;1.05;1.05;1.05;1.05;1.05;1.05;56.06;56.06;56.06;56.06;56.06;56.06;56.06;56.06;55.74;0.00
"08337";93.46;90.90;77.66;65.87;64.08;63.16;51.16;51.15;48.88;0.04;89.41;85.55;65.19;46.35;42.38;39.18;9.65;9.65;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;49.20;49.20;49.20;49.20;49.20;49.20;49.20;49.19;48.85;0.00
"08415";99.56;99.07;96.38;92.69;89.10;84.72;68.77;68.77;63.61;0.01;99.45;98.88;95.11;87.03;79.87;71.16;30.86;30.86;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;63.61;63.61;63.61;63.61;63.61;63.61;63.61;63.61;63.61;0.00
"08416";99.70;99.37;97.87;93.66;90.92;86.68;72.79;72.79;68.20;0.18;99.39;98.73;94.05;82.26;74.63;63.90;30.19;30.19;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.18;68.16;68.16;68.16;68.16;68.16;68.16;68.16;68.16;68.16;0.00
"08417";99.53;98.95;94.44;87.19;83.39;77.18;60.05;59.95;51.92;0.12;97.52;96.33;89.56;79.48;72.36;62.20;19.41;19.41;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;51.92;51.92;51.92;51.92;51.92;51.92;51.92;51.92;51.92;0.00
"08421";99.88;99.82;97.81;95.50;94.28;93.45;89.53;82.97;79.13;2.34;99.70;99.60;96.46;87.57;82.51;71.09;26.82;15.68;2.34;2.34;2.34;2.34;2.34;2.34;2.34;2.34;2.34;2.34;82.10;82.10;82.10;82.10;82.10;82.10;82.10;82.10;79.13;0.17
"08425";97.49;97.06;93.11;85.44;81.47;73.13;55.13;54.92;53.39;0.98;95.33;94.59;86.38;73.26;64.96;52.84;8.49;8.49;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;53.26;53.26;53.26;53.26;53.26;53.26;53.26;53.26;53.26;0.00
"08426";98.36;97.36;93.07;87.01;83.49;76.75;55.45;54.01;49.87;4.00;94.03;92.46;85.77;72.70;65.85;55.60;18.74;18.74;4.00;4.00;4.00;4.00;4.00;4.00;4.00;4.00;4.00;4.00;49.06;49.06;49.06;49.06;49.06;49.06;49.06;49.06;49.06;0.00
"08435";99.27;98.47;93.00;87.47;85.65;83.08;71.78;71.74;68.95;0.09;98.58;97.59;89.91;77.09;71.30;60.34;21.44;21.44;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;68.95;68.95;68.95;68.95;68.95;68.95;68.95;68.95;68.95;0.00
"08436";99.20;98.68;94.03;85.46;82.21;78.21;62.88;62.86;56.71;0.14;98.99;98.25;92.98;79.20;72.38;62.23;22.64;22.63;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;56.62;56.62;56.62;56.62;56.62;56.62;56.62;56.62;56.62;0.00
"08437";99.61;99.46;97.49;89.59;86.22;79.39;45.17;44.93;41.87;0.34;98.39;97.94;94.20;78.20;73.50;65.67;9.72;9.70;0.34;0.34;0.34;0.34;0.34;0.34;0.34;0.34;0.34;0.34;41.82;41.82;41.82;41.82;41.82;41.82;41.82;41.82;41.82;0.00
"09161";99.60;98.84;97.51;93.70;93.03;91.17;83.43;83.43;80.67;80.54;99.18;98.11;95.43;89.27;85.79;73.78;46.26;46.26;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;80.67;80.67;80.67;80.67;80.67;80.67;80.67;80.67;80.67;80.54
"09162";99.96;99.94;99.65;98.84;97.96;96.91;94.44;94.42;90.47;88.33;99.93;99.90;99.34;94.10;87.06;71.53;54.69;54.68;2.53;2.53;2.53;2.53;2.53;2.53;2.53;2.53;2.53;2.53;92.31;92.31;92.31;92.31;92.26;92.26;92.26;92.24;90.46;88.32
"09163";99.85;99.85;99.48;96.07;88.34;82.71;56.64;56.64;6.19;6.19;99.85;99.84;99.48;95.94;87.45;80.65;51.97;51.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.19;6.19;6.19;6.19;6.19;6.19;6.19;6.19;6.19;6.19
"09171";99.24;98.72;95.41;89.88;87.72;85.12;74.20;74.20;67.10;53.07;94.37;92.81;85.99;68.76;61.89;53.19;12.60;12.60;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;70.68;70.68;70.68;70.68;70.68;70.68;70.68;70.68;67.10;53.07
"09172";99.01;98.06;93.00;86.81;83.68;79.40;70.06;70.06;68.07;51.05;97.16;95.99;88.10;65.92;57.72;44.40;15.84;15.84;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;68.07;68.07;68.07;68.07;68.07;68.07;68.07;68.07;68.07;51.05
"09173";99.40;99.05;97.20;90.07;87.05;82.00;56.98;56.98;51.09;51.04;99.40;99.04;96.03;78.87;72.14;61.45;7.80;7.80;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;51.09;51.09;51.09;51.09;51.09;51.09;51.09;51.09;51.09;51.04
"09174";99.33;98.58;96.38;89.87;87.66;79.91;59.18;59.18;50.18;50.15;99.15;98.16;94.21;82.85;77.70;64.56;30.64;30.64;6.83;6.83;6.83;6.83;6.83;6.83;6.83;6.83;6.83;6.83;43.74;43.74;43.74;43.74;43.74;43.74;43.74;43.74;43.71;43.67
"09175";98.74;97.99;94.71;85.95;82.54;77.37;61.16;61.16;37.35;26.00;98.74;97.98;94.05;76.64;69.65;58.04;28.22;28.22;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;41.66;41.66;41.66;41.66;41.66;41.66;41.66;41.66;37.35;25.78
"09176";98.75;97.78;93.20;88.60;86.79;82.11;51.04;51.04;40.41;18.83;98.22;97.01;89.68;82.10;78.81;70.16;24.78;24.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40.41;40.41;40.41;40.41;40.41;40.41;40.41;40.41;40.41;18.83
"09177";99.46;99.08;95.73;91.62;88.29;81.09;50.31;49.31;13.21;4.76;98.74;98.25;94.41;88.15;82.96;73.28;18.90;18.90;1.04;1.04;1.04;1.04;1.04;1.04;1.04;1.04;1.04;1.04;37.81;37.81;37.81;37.81;37.81;37.81;37.81;35.64;12.78;3.71
"09178";98.96;98.34;95.03;92.00;89.99;86.36;64.17;64.17;54.81;54.74;98.28;97.52;93.55;85.53;81.52;75.78;41.41;41.41;0.70;0.70;0.70;0.70;0.70;0.70;0.70;0.70;0.70;0.70;54.81;54.81;54.81;54.81;54.81;54.81;54.81;54.81;54.81;54.70
"09577";96.82;95.53;90.73;87.19;84.52;81.89;56.00;35.51;15.60;0.00;95.74;94.28;89.28;80.80;71.63;63.94;16.70;16.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53.10;53.10;53.10;53.10;53.10;53.10;53.10;21.60;15.60;0.00
"09179";99.51;99.43;98.42;96.20;94.10;91.25;79.25;79.25;70.41;70.11;98.86;98.59;96.78;93.40;87.49;80.15;55.48;55.48;3.78;3.78;3.78;3.78;3.78;3.78;3.78;3.78;3.78;3.78;68.87;68.87;68.87;68.87;68.87;68.87;68.87;68.87;68.87;68.57
"09180";99.87;99.81;99.00;96.06;94.86;92.34;73.92;73.92;68.29;51.11;99.64;99.56;98.62;93.12;89.51;84.81;18.70;18.70;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89;68.29;68.29;68.29;68.29;68.29;68.29;68.29;68.29;68.29;51.05
"09181";92.88;90.37;80.21;71.17;68.51;61.53;38.80;38.80;6.95;6.93;92.88;90.37;79.33;66.73;63.59;56.29;24.67;24.67;1.97;1.97;1.97;1.97;1.97;1.97;1.97;1.97;1.97;1.97;29.82;29.82;29.82;29.82;29.82;29.82;29.82;29.82;5.46;4.96
"09182";99.22;99.08;96.96;93.73;91.50;87.52;69.74;69.74;64.23;64.23;98.77;98.55;94.65;89.88;86.15;79.48;22.60;22.60;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;64.23;64.23;64.23;64.23;64.23;64.23;64.23;64.23;64.23;64.23
"09183";98.98;97.99;95.37;89.37;86.63;79.91;53.45;53.45;23.07;0.54;98.47;97.42;94.00;83.32;77.83;67.31;17.17;17.17;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53;45.44;45.44;45.44;45.44;45.44;45.44;45.44;45.44;22.62;0.01
"09184";99.80;99.51;97.23;94.96;93.04;88.61;80.12;79.99;69.01;67.52;99.76;99.40;96.30;90.55;83.99;71.35;42.93;42.91;6.74;6.74;6.74;6.74;6.74;6.74;6.74;6.74;6.74;6.74;68.46;68.46;68.46;68.46;68.41;68.41;68.41;68.39;67.48;65.46
"09185";93.02;89.29;79.61;68.61;66.96;62.50;42.22;42.22;32.59;32.58;90.55;86.54;76.38;58.17;55.97;48.16;11.18;11.18;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;32.59;32.59;32.59;32.59;32.59;32.59;32.59;32.59;32.59;32.57
"09186";99.22;98.76;96.18;90.50;86.52;79.93;58.30;58.30;48.51;48.51;98.98;98.45;95.50;87.02;77.81;63.59;19.12;19.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.51;48.51;48.51;48.51;48.51;48.51;48.51;48.51;48.51;48.51
"09187";98.38;97.15;94.32;90.39;87.36;82.79;62.21;62.21;44.55;38.76;97.62;96.18;91.73;84.21;77.36;65.95;19.51;19.51;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.79;56.08;56.08;56.08;56.08;56.08;56.08;56.08;56.08;43.93;38.14
"09188";99.69;99.48;98.30;95.34;90.77;85.02;64.95;64.95;55.27;55.27;99.43;99.15;95.63;90.60;82.45;70.84;37.45;37.42;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;55.27;55.27;55.27;55.27;55.27;55.27;55.27;55.27;55.27;55.27
"09189";99.51;99.05;95.31;91.24;88.15;83.75;67.63;67.63;60.45;48.00;98.51;97.92;92.29;82.64;74.55;64.74;22.11;22.11;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;60.45;60.45;60.45;60.45;60.45;60.45;60.45;60.45;60.45;47.96
"09190";99.31;98.91;94.45;91.03;88.56;83.70;61.57;61.57;37.94;37.94;99.25;98.82;91.42;83.51;79.17;69.51;27.80;27.80;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;50.95;50.95;50.95;50.95;50.95;50.95;50.95;50.95;37.93;37.93
"09261";99.96;99.96;99.78;98.99;97.33;96.09;89.91;89.91;86.53;86.41;99.13;99.12;98.85;96.48;89.52;75.61;54.12;54.07;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;85.72;85.72;85.72;85.72;85.72;85.72;85.72;85.72;85.72;85.61
